url,title_version,model_year,mileage,engine,transmission,fuel,price,description,inspection_score
https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-10886707,Toyota Corolla GLi Automatic 1.3 VVTi 2018,2018,"119,634 km",1300 cc,Automatic,Petrol,"PKR 45.5 lacs
Financing starts at PKR 104,914/Month
Managed by PakWheels",- Front Lights in Bumpers extra - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Registered 2018 - 2 keys available,8.2
https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2020-for-sale-in-lahore-10742559,Toyota Yaris Sedan ATIV X CVT 1.5 2020,2020,"160,110 km",1500 cc,Automatic,Petrol,"PKR 46.5 lacs
Financing starts at PKR 98,972/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2020 Registered 2021 2 keys available Android panel Top cover,8.9
https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-peshawar-10865342,Toyota Corolla XLi VVTi 2013,2013,"248,844 km",1300 cc,Manual,Petrol,"PKR 27.5 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2013 - Registered 2017 - 2 keys available,6.7
https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-karachi-10876649,Toyota Vitz F M Package 1.0 2014,2014,"98,030 km",1000 cc,Automatic,Petrol,"PKR 27 lacs
Managed by PakWheels",- LED installed - Back Camera - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 4th Owner - Manufacture 2014 - Import 2016 - Registered 2016 - 1 key available,6.3
https://www.pakwheels.com/used-cars/toyota-passo-2012-for-sale-in-rawalpindi-10887792,Toyota Passo X 2012,2012,"104,497 km",1000 cc,Automatic,Petrol,PKR 28.99 lacs,"Make: Toyota Model: Passo Year: 2012 Import: 2016 Import Engine Capacity: 1000cc Mileage: 122,000 km Auction Grade: Self Import Condition: Total Genuine Features: Interior: KEY START Touchscreen Infotainment Panel Multimedia Steering Controls Rear View Camera Spacious Cabin with Fabric Seats Exterior: Genuine Toyota Steel Wheels with Wheel Caps LED Headlights Retractable Side Mirrors Chrome Grille & Handles UV Cut Glass Compact & Stylish Hatchback Design Safety Features: ABS (Anti-lock Braking System) Dual Airbags Lane Departure Warning Collision Warning System Vehicle Stability Control (VSC) Traction Control Auto Braking System ISOFIX Child Seat Anchors Fuel Efficiency: Fuel Average: 18–22 km/L Address: Camas Motors, near Bahria Town Phase 7, Opposite to Traditions Marquee, Adjacent to Attock Petroleum on Main GT Road Rawalpindi.",8.9
https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-10879800,Toyota Corolla Altis 1.6 X CVT-i Special Edition 2022,2022,"54,171 km",1600 cc,Automatic,Petrol,"PKR 60.5 lacs
Financing starts at PKR 96,577/Month
Managed by PakWheels",- Retractable Mirror - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2022 - Registered 2022 - 1 key available,7.3
https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2020-for-sale-in-faisalabad-10857680,Toyota Yaris Sedan ATIV CVT 1.3 2020,2020,"53,235 km",1300 cc,Automatic,Petrol,"PKR 44 lacs
Financing starts at PKR 101,455/Month
Managed by PakWheels",-seat cover installed - PakWheels inspected car - Inspection report attached - Number plates available - 2nd Owner - Token Tax Paid - Manufacture 2020 - Registered 2022 -Documents not check by pakwheels.com - 3 keys available,9
https://www.pakwheels.com/used-cars/toyota-corolla-fielder-2014-for-sale-in-lahore-10763011,Toyota Corolla Fielder Hybrid 2014,2014,"228,891 km",1500 cc,Automatic,Hybrid,"PKR 38 lacs
Managed by PakWheels",Floor Matting Floor Matts Alloy Rims New Tiers Seat Covers Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2014 Registered 2017 2 keys available,5.1
https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2022-for-sale-in-karachi-10857374,Toyota Yaris Sedan ATIV X CVT 1.5 2022,2022,"38,687 km",1500 cc,Automatic,Petrol,"PKR 47 lacs
Financing starts at PKR 100,036/Month
Managed by PakWheels",-door visor installed - PakWheels inspected car - Inspection report attached - Number plates available - 1st Owner - Token Tax Paid - Manufacture 2022 - Registered 2022 -Documents available - 2 keys available,7.6
https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2020-for-sale-in-multan-10861034,Toyota Yaris Sedan GLI MT 1.3 2020,2020,"80,553 km",1300 cc,Manual,Petrol,"PKR 38.5 lacs
Financing starts at PKR 95,602/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2020 - Registered 2020 - 2 keys available,9
https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-karachi-10724569,Toyota Vitz F 1.0 2014,2014,"87,869 km",1000 cc,Automatic,Petrol,"PKR 29.5 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2014 Registered 2015 1 key available Android panel DVR installed,6.4
https://www.pakwheels.com/used-cars/toyota-c-hr-2018-for-sale-in-karachi-10705571,Toyota C-HR S 2018,2018,"125,048 km",1800 cc,Automatic,Hybrid,"PKR 68 lacs
Managed by PakWheels",PPF sheet installed Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax will be Paid Manufacture 2018 Registered 2024 1 key available,9.4
https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-multan-10881952,Toyota Corolla GLi Automatic 1.6 VVTi 2013,2013,"182,989 km",1600 cc,Automatic,Petrol,"PKR 35 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2013 - Registered 2014 - 1 key available,7
https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2022-for-sale-in-islamabad-10856992,Toyota Yaris Sedan ATIV CVT 1.3 2022,2022,"40,386 km",1300 cc,Automatic,Petrol,"PKR 44 lacs
Financing starts at PKR 101,455/Month
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax will be Paid Manufacture 2022 Registered 2022 Documents available 3 keys available Multimedia screen Rear camera The Bank NOC will be issued at the time of the deal of the buyer's name.,8.2
https://www.pakwheels.com/used-cars/toyota-corolla-axio-2018-for-sale-in-islamabad-10864412,Toyota Corolla Axio Hybrid 1.5 2018,2018,"148,462 km",1500 cc,Automatic,Hybrid,"PKR 60 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Import 2022 - Registered 2023 - 1 key available,7.6
https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-lahore-10892956,Toyota Corolla Altis X Automatic 1.6 2021,2021,"54,370 km",1598 cc,Automatic,Petrol,"PKR 55.25 lacs
Financing starts at PKR 97,996/Month
Managed by PakWheels",New Tyre Installed at 53500KM Fog Lamp Leather Seat Leather Flooring PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax not Paid Manufacture 2021 Registered 2021 Documents available 3 keys available,9
https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-10865135,Toyota Corolla Altis Automatic 1.6 2018,2018,"63,295 km",1600 cc,Automatic,Petrol,"PKR 51.5 lacs
Financing starts at PKR 100,480/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Registered 2018 - 2 keys available,8.9
https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-peshawar-10838176,Toyota Corolla GLi 1.3 VVTi 2008,2008,"136,035 km",1300 cc,Manual,Petrol,"PKR 25 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2008 Registered 2009 1 key available,7.8
https://www.pakwheels.com/used-cars/toyota-surf-2005-for-sale-in-multan-10882980,Toyota Surf SSR-X 4.0 2005,2005,"117,012 km",4000 cc,Automatic,Petrol,"PKR 87 lacs
Managed by PakWheels",- Android Panel - Bumper Kits Front and Back - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2005 - Registered 2013 - 1 key available,8.2
https://www.pakwheels.com/used-cars/toyota-prius-2013-for-sale-in-karachi-10898389,Toyota Prius S 1.8 2013,2013,"175,000 km",1800 cc,Automatic,Hybrid,"PKR 41.5 lacs
Managed by PakWheels",-seat cover installed -floor mates installed - PakWheels inspected car - Inspection report attached - Number plates available - 2nd Owner - Token Tax Paid - Manufacture 2013 - Registered 2018 -Documents not check by pakwheels.com - 2 keys available,6.3
https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-multan-10869382,Toyota Corolla GLi 1.3 VVTi 2012,2012,"156,682 km",1300 cc,Manual,Petrol,"PKR 28.5 lacs
Managed by PakWheels",- Android Panel - Seats Covers - Back Camera - Floor Matting - Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 4th Owner - Manufacture 2012 - Registered 2012 - 1 key available,5.8
https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-10863732,Toyota Corolla Altis Grande CVT-i 1.8 2017,2017,"136,706 km",1800 cc,Automatic,Petrol,"PKR 54 lacs
Financing starts at PKR 105,357/Month
Managed by PakWheels",- Floor Matting - Sales invoice have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2017 - Registered 2017 - 1 key available,6.8
https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-rawalpindi-10889279,Toyota Corolla Altis 1.6 X CVT-i Special Edition 2022,2022,"56,818 km",1600 cc,Automatic,Petrol,"PKR 52 lacs
Financing starts at PKR 101,455/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2022 Registered 2022 2 key available,7.1
https://www.pakwheels.com/used-cars/toyota-prado-2004-for-sale-in-lahore-10860446,Toyota Prado TX Limited 2.7 2004,2004,"186,417 km",2700 cc,Automatic,Petrol,"PKR 70 lacs
Managed by PakWheels","- Android Panel change, Original Also Available - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2004 - Import 2006 - Registered 2007 - 1 key available",8.2
https://www.pakwheels.com/used-cars/toyota-corolla-axio-2014-for-sale-in-lahore-10841979,Toyota Corolla Axio X 1.3 2014,2014,"114,665 km",1300 cc,Automatic,Petrol,"PKR 42 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2014 - Registered 2017 - 1 key available,7.5
https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10836213,Toyota Corolla Altis Grande CVT-i 1.8 2015,2015,"79,150 km",1800 cc,Automatic,Petrol,"PKR 42.5 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2015 - Registered 2015 - 1 key available,7.7
https://www.pakwheels.com/used-cars/toyota-c-hr-2017-for-sale-in-lahore-10846907,Toyota C-HR G-LED 2017,2017,"135,107 km",1800 cc,Automatic,Hybrid,"PKR 65 lacs
Managed by PakWheels",- PPF installed - Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2017 - Import 2021 - Registered 2022 - 1 Remote available,8.7
https://www.pakwheels.com/used-cars/toyota-hilux-2017-for-sale-in-multan-10892730,Toyota Hilux Revo V Automatic 3.0 2017,2017,"109,866 km",3000 cc,Automatic,Diesel,"PKR 80 lacs
Financing starts at PKR 99,327/Month
Managed by PakWheels",- PakWheels inspected car - Inspection report attached - Number plates available - 3rd Owner - Token Tax Paid - Manufacture 2017 - Registered 2017 -Documents not check by pakwheels.com - 2 keys available,5.9
https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-peshawar-10865342,Toyota Corolla XLi VVTi 2013,2013,"248,844 km",1300 cc,Manual,Petrol,"PKR 27.5 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2013 - Registered 2017 - 2 keys available,6.7
https://www.pakwheels.com/used-cars/toyota-fortuner-2017-for-sale-in-karachi-10786024,Toyota Fortuner 2.7 VVTi 2017,2017,"108,621 km",2700 cc,Automatic,Petrol,"PKR 1.03 crore
Managed by PakWheels",Previous owner's registration book was not check by Pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2017 Registered 2017 Documents available 2 keys available,8.5
https://www.pakwheels.com/used-cars/toyota-passo-2015-for-sale-in-karachi-10892495,Toyota Passo X 2015,2015,"82,628 km",1000 cc,Automatic,Petrol,"PKR 27 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2015 - Registered 2018 - 1 key available,7
https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-karachi-10876649,Toyota Vitz F M Package 1.0 2014,2014,"98,030 km",1000 cc,Automatic,Petrol,"PKR 27 lacs
Managed by PakWheels",- LED installed - Back Camera - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 4th Owner - Manufacture 2014 - Import 2016 - Registered 2016 - 1 key available,6.3
https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-karachi-10776502,Toyota Corolla Altis Cruisetronic 1.6 2012,2012,"75,023 km",1600 cc,Automatic,Petrol,"PKR 33.5 lacs
Managed by PakWheels",-body kit installed -spoiler installed - PakWheels inspected car - Inspection report attached - Number plates available - 2nd Owner - Token Tax Paid - Manufacture 2012 - Registered 2012 -Documents not check by pakwheels.com - 2 keys available,7.2
https://www.pakwheels.com/used-cars/toyota-c-hr-2019-for-sale-in-gujranwala-10892638,Toyota C-HR S-LED 2019,2019,"57,433 km",1800 cc,Automatic,Hybrid,"PKR 78 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Manufacture 2019 Import Year 2024 1 key available,9.1
https://www.pakwheels.com/used-cars/toyota-roomy-2020-for-sale-in-karachi-10744233,Toyota Roomy XS 2020,2020,"41,032 km",996 cc,Automatic,Petrol,"PKR 37 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates not issued yet 1st Owner Token Tax Paid Manufacture 2020 Registered 2022 1 key available,7.7
https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2021-for-sale-in-lahore-10839057,Toyota Yaris Sedan ATIV CVT 1.3 2021,2021,"48,334 km",1300 cc,Automatic,Petrol,"PKR 43.25 lacs
Financing starts at PKR 99,726/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2021 - Registered 2021 - 2 keys available,9.4
https://www.pakwheels.com/used-cars/toyota-prius-2012-for-sale-in-karachi-10842322,Toyota Prius L 1.8 2012,2012,"145,000 km",1800 cc,Automatic,Hybrid,"PKR 38 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2012 - Import 2015 - Registered 2016 - 1 key available,7.2
https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-10879800,Toyota Corolla Altis 1.6 X CVT-i Special Edition 2022,2022,"54,171 km",1600 cc,Automatic,Petrol,"PKR 60.5 lacs
Financing starts at PKR 96,577/Month
Managed by PakWheels",- Retractable Mirror - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2022 - Registered 2022 - 1 key available,7.3
https://www.pakwheels.com/used-cars/toyota-passo-2016-for-sale-in-islamabad-10838420,Toyota Passo X L Package S 2016,2016,"74,505 km",1000 cc,Automatic,Petrol,"PKR 35 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2016 - Import 2019 - Registered 2020 - 1 key available,9.1
https://www.pakwheels.com/used-cars/toyota-vitz-2015-for-sale-in-lahore-10854303,Toyota Vitz F 1.0 2015,2015,"37,884 km",1000 cc,Automatic,Petrol,"PKR 36 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2015 - Import 2019 - Registered 2019 - 1 Keys available,9.2
https://www.pakwheels.com/used-cars/toyota-passo-2015-for-sale-in-karachi-10910524,Toyota Passo X 2015,2015,"64,129 km",1000 cc,Automatic,Petrol,"PKR 28 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2015 - Import 2018 - Registered 2018 - 1 key available,8.7
https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-10910220,Toyota Corolla GLi Automatic 1.3 VVTi 2017,2017,"93,547 km",1300 cc,Automatic,Petrol,"PKR 36.5 lacs
Financing starts at PKR 90,636/Month
Managed by PakWheels",- Face Uplifted - Current owner smart card have not checked by pakwheels - Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2017 - Registered 2017 - 2 keys available,5.2
https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2020-for-sale-in-multan-10861034,Toyota Yaris Sedan GLI MT 1.3 2020,2020,"80,553 km",1300 cc,Manual,Petrol,"PKR 38.5 lacs
Financing starts at PKR 95,602/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2020 - Registered 2020 - 2 keys available,9
https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-islamabad-10800611,Toyota Corolla SE Saloon Automatic 2004,2004,"147,903 km",1600 cc,Automatic,Petrol,"PKR 20 lacs
Managed by PakWheels",LCD Install Seat Covers Alloy Rims PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2004 Registered 2004 Documents available 2 keys available,6.4
https://www.pakwheels.com/used-cars/toyota-c-hr-2016-for-sale-in-islamabad-10740257,Toyota C-HR G-LED 2016,2016,"160,863 km",1800 cc,Automatic,Hybrid,"PKR 69.5 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax not Cleared - 1st Owner - Manufacture 2016 - Registered 2021 - 1 key available,8.9
https://www.pakwheels.com/used-cars/toyota-aqua-2014-for-sale-in-lahore-10875310,Toyota Aqua S 2014,2014,"131,623 km",1500 cc,Automatic,Hybrid,"PKR 36 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2014 Registered 2017 2 keys available,7.2
https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-10910313,Toyota Corolla Altis Grande CVT-i 1.8 2018,2018,"70,686 km",1800 cc,Automatic,Petrol,"PKR 52.5 lacs
Financing starts at PKR 102,431/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Registered 2018 - 2 keys available,8
https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2022-for-sale-in-islamabad-10856992,Toyota Yaris Sedan ATIV CVT 1.3 2022,2022,"40,386 km",1300 cc,Automatic,Petrol,"PKR 44 lacs
Financing starts at PKR 101,455/Month
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax will be Paid Manufacture 2022 Registered 2022 Documents available 3 keys available Multimedia screen Rear camera The Bank NOC will be issued at the time of the deal of the buyer's name.,8.2
https://www.pakwheels.com/used-cars/toyota-corolla-axio-2018-for-sale-in-islamabad-10864412,Toyota Corolla Axio Hybrid 1.5 2018,2018,"148,462 km",1500 cc,Automatic,Hybrid,"PKR 60 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Import 2022 - Registered 2023 - 1 key available,7.6
https://www.pakwheels.com/used-cars/toyota-aqua-2015-for-sale-in-islamabad-10842930,Toyota Aqua X Urban Solid 2015,2015,"161,035 km",1500 cc,Automatic,Hybrid,"PKR 39 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax not Cleared - 2nd Owner - Manufacture 2015 - Import 2018 - Registered 2018 - 1 key available -Brand New Tyres installed,7.7
https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-10865135,Toyota Corolla Altis Automatic 1.6 2018,2018,"63,295 km",1600 cc,Automatic,Petrol,"PKR 51.5 lacs
Financing starts at PKR 100,480/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Registered 2018 - 2 keys available,8.9
https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-peshawar-10838176,Toyota Corolla GLi 1.3 VVTi 2008,2008,"136,035 km",1300 cc,Manual,Petrol,"PKR 25 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2008 Registered 2009 1 key available,7.8
https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-lahore-10852210,Toyota Raize Z 2020,2020,"71,177 km",1000 cc,Automatic,Petrol,"PKR 60 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates not Issued - Token tax Cleared - 1st Owner - Manufacture 2020 - Registered 2024 - 2 keys available,8.2
https://www.pakwheels.com/used-cars/toyota-prius-2013-for-sale-in-karachi-10898389,Toyota Prius S 1.8 2013,2013,"175,000 km",1800 cc,Automatic,Hybrid,"PKR 41.5 lacs
Managed by PakWheels",-seat cover installed -floor mates installed - PakWheels inspected car - Inspection report attached - Number plates available - 2nd Owner - Token Tax Paid - Manufacture 2013 - Registered 2018 -Documents not check by pakwheels.com - 2 keys available,6.3
https://www.pakwheels.com/used-cars/toyota-passo-2018-for-sale-in-lahore-10860354,Toyota Passo X S 2018,2018,"72,593 km",1000 cc,Automatic,Petrol,"PKR 35.5 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2018 - Import 2021 - Registered 2021 - 2 keys available,8.1
https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-multan-10869382,Toyota Corolla GLi 1.3 VVTi 2012,2012,"156,682 km",1300 cc,Manual,Petrol,"PKR 28.5 lacs
Managed by PakWheels",- Android Panel - Seats Covers - Back Camera - Floor Matting - Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 4th Owner - Manufacture 2012 - Registered 2012 - 1 key available,5.8
https://www.pakwheels.com/used-cars/toyota-prius-2013-for-sale-in-islamabad-10722839,Toyota Prius S 1.8 2013,2013,"204,924 km",1800 cc,Automatic,Hybrid,"PKR 43 lacs
Managed by PakWheels",- Toyota Maintained Car - Android Panel - Navigation System - Seats Covers - ABS new system installed - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2013 - Registered 2018 - 2 keys available,5.8
https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-10863732,Toyota Corolla Altis Grande CVT-i 1.8 2017,2017,"136,706 km",1800 cc,Automatic,Petrol,"PKR 54 lacs
Financing starts at PKR 105,357/Month
Managed by PakWheels",- Floor Matting - Sales invoice have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2017 - Registered 2017 - 1 key available,6.8
https://www.pakwheels.com/used-cars/toyota-camry-2006-for-sale-in-islamabad-10856907,Toyota Camry Up-Spec Automatic 2.4 2006,2006,"73,416 km",2400 cc,Automatic,Petrol,"PKR 42.75 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2006 - Registered 2006 - 1 Key Available,7.9
https://www.pakwheels.com/used-cars/suzuki-alto-2023-for-sale-in-karachi-10853937,Suzuki Alto VXR 2023,2023,"28,405 km",660 cc,Manual,Petrol,"PKR 25.75 lacs
Financing starts at PKR 44,449/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2023 - Registered 2023 - 1 key available,7
https://www.pakwheels.com/used-cars/suzuki-alto-2009-for-sale-in-rawalpindi-10858343,Suzuki Alto GII 2009,2009,"145,194 km",660 cc,Automatic,Petrol,"PKR 19 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2009 - Registered 2010 - 2 keys available,6.1
https://www.pakwheels.com/used-cars/suzuki-cultus-2019-for-sale-in-karachi-10893155,Suzuki Cultus Auto Gear Shift 2019,2019,"85,897 km",1000 cc,Automatic,Petrol,"PKR 28.5 lacs
Financing starts at PKR 49,196/Month
Managed by PakWheels",Back Camera Android Panel Speakers Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2019 Registered 2019 2 keys available,8.3
https://www.pakwheels.com/used-cars/suzuki-hustler-2022-for-sale-in-islamabad-10839027,Suzuki Hustler J Style II Turbo 2022,2022,"61,639 km",660 cc,Automatic,Hybrid,"PKR 39.5 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2022 Import 2025 Registered 2025 1 key available Dashboard camera,8.7
https://www.pakwheels.com/used-cars/suzuki-liana-2008-for-sale-in-lahore-10763356,Suzuki Liana RXi 2008,2008,"269,637 km",1300 cc,Manual,Petrol,"PKR 11.5 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2008 Registered 2008 1 key available,4.9
https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-faisalabad-10876058,Suzuki Wagon R AGS 2022,2022,"47,912 km",1000 cc,Automatic,Petrol,"PKR 33.5 lacs
Financing starts at PKR 57,826/Month
Managed by PakWheels",-seat cover installed -floor mates installed - PakWheels inspected car - Inspection report attached - Number plates available - 1st Owner - Token Tax Paid - Manufacture 2022 - Registered 2022 -Documents not check by pakwheels.com - 2 keys available,9
https://www.pakwheels.com/used-cars/suzuki-cultus-2019-for-sale-in-lahore-10876330,Suzuki Cultus VXL 2019,2019,"104,074 km",1000 cc,Manual,Petrol,"PKR 27 lacs
Financing starts at PKR 46,606/Month
Managed by PakWheels",Seat Covers Floor Matts Documents Available PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2019 Registered 2019 2 key available,7.3
